Size,YearsOfAveliability,Weight,StanstadCost,ListPrice,FinalSellPrice,PriceToCost,OrdersQuantity,Black,Silver,Red,Yellow,Blue,H,L,M,isNew,2011Sales,2012Sales,2013Sales,Mountain Bikes,Road Bikes,Touring Bikes,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Isdiscounted,IsPriceHigherThanCosts
38,0,20.35,1898.0944,3374.99,2024.994,1.0668,21,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,0,20.35,1898.0944,3374.99,3374.99,1.778,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,0,20.77,1898.0944,3374.99,548.4359,0.2889,60,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,0,20.77,1898.0944,3374.99,1918.3443,1.0106,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,115,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,26,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,74,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,16,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,76,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,68,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,125,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,20.77,1898.0944,3374.99,2024.994,1.0668,17,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,0,20.77,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,0,21.13,1898.0944,3374.99,548.4359,0.2889,58,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44,0,21.13,1898.0944,3374.99,1918.3443,1.0106,11,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,1918.3443,1.0106,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,121,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,23,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,78,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,23,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,62,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,67,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,140,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,21.13,1898.0944,3374.99,2024.994,1.0668,23,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,4,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,8,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,0,21.13,1898.0944,3374.99,3374.99,1.778,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,0,21.42,1898.0944,3374.99,548.4359,0.2889,61,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,111,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,20,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,72,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,20,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,59,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,61,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,133,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,0,21.42,1898.0944,3374.99,2024.994,1.0668,22,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,5,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
48,0,21.42,1898.0944,3374.99,3374.99,1.778,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,0,20.35,1912.1544,3399.99,552.4984,0.2889,65,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,113,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,23,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,71,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,71,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,74,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,134,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38,0,20.35,1912.1544,3399.99,2039.994,1.0668,23,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,0,20.35,1912.1544,3399.99,3399.99,1.778,10,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,0,20.77,1912.1544,3399.99,552.4984,0.2889,53,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,0,20.77,1912.1544,3399.99,1932.5543,1.0106,14,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,118,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,25,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,78,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,5,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,42,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,65,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,137,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,20.77,1912.1544,3399.99,2039.994,1.0668,14,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,5,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,7,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,0,20.77,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,0,21.13,1912.1544,3399.99,552.4984,0.2889,49,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
44,0,21.13,1912.1544,3399.99,1932.5543,1.0106,12,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,1932.5543,1.0106,12,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,104,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,19,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,83,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,14,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,44,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,72,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,114,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
44,0,21.13,1912.1544,3399.99,2039.994,1.0668,29,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,5,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,4,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,8,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
44,0,21.13,1912.1544,3399.99,3399.99,1.778,6,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
