Name;Color;Size;UnitPriceDiscount;MonthsFromMay;MonthOfSale;YearsOfAveliability;Weight;Class;StanstadCost;ListPrice;FinalSellPrice;PriceToCost;OrdersQuantity;YearsOfAnalyze
Mountain Bikes;Black;38;0,00;11;4;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;5;06.2011-06.2012
Mountain Bikes;Black;38;0,00;12;5;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;38;0,00;1;6;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;38;0,00;2;7;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;38;0,00;3;8;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;1;06.2011-06.2012
Mountain Bikes;Black;38;0,00;4;9;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;2;06.2011-06.2012
Mountain Bikes;Black;38;0,00;5;10;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;4;06.2011-06.2012
Mountain Bikes;Black;38;0,00;6;11;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;8;06.2011-06.2012
Mountain Bikes;Black;38;0,00;7;12;0;20.35;"H ";1898,0944;3374,99;3374,99;1,778;2;06.2011-06.2012
Mountain Bikes;Black;42;0,35;11;4;0;20.77;"H ";1898,0944;3374,99;548,4359;0,2889;60;06.2011-06.2012
Mountain Bikes;Black;42;0,02;5;10;0;20.77;"H ";1898,0944;3374,99;1918,3443;1,0106;12;06.2011-06.2012
Mountain Bikes;Black;42;0,00;8;1;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;115;06.2011-06.2012
Mountain Bikes;Black;42;0,00;9;2;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;26;06.2011-06.2012
Mountain Bikes;Black;42;0,00;10;3;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;74;06.2011-06.2012
Mountain Bikes;Black;42;0,00;0;5;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;16;06.2011-06.2012
Mountain Bikes;Black;42;0,00;2;7;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;76;06.2011-06.2012
Mountain Bikes;Black;42;0,00;3;8;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;68;06.2011-06.2012
Mountain Bikes;Black;42;0,00;5;10;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;125;06.2011-06.2012
Mountain Bikes;Black;42;0,00;7;12;0;20.77;"H ";1898,0944;3374,99;2024,994;1,0668;17;06.2011-06.2012
Mountain Bikes;Black;42;0,00;8;1;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;2;06.2011-06.2012
Mountain Bikes;Black;42;0,00;9;2;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;42;0,00;10;3;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;42;0,00;11;4;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;4;06.2011-06.2012
Mountain Bikes;Black;42;0,00;12;5;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;4;06.2011-06.2012
Mountain Bikes;Black;42;0,00;1;6;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;1;06.2011-06.2012
Mountain Bikes;Black;42;0,00;2;7;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;5;06.2011-06.2012
Mountain Bikes;Black;42;0,00;3;8;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;1;06.2011-06.2012
Mountain Bikes;Black;42;0,00;4;9;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;42;0,00;5;10;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;42;0,00;6;11;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;5;06.2011-06.2012
Mountain Bikes;Black;42;0,00;7;12;0;20.77;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;44;0,35;11;4;0;21.13;"H ";1898,0944;3374,99;548,4359;0,2889;58;06.2011-06.2012
Mountain Bikes;Black;44;0,02;3;8;0;21.13;"H ";1898,0944;3374,99;1918,3443;1,0106;11;06.2011-06.2012
Mountain Bikes;Black;44;0,02;5;10;0;21.13;"H ";1898,0944;3374,99;1918,3443;1,0106;12;06.2011-06.2012
Mountain Bikes;Black;44;0,00;8;1;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;121;06.2011-06.2012
Mountain Bikes;Black;44;0,00;9;2;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;23;06.2011-06.2012
Mountain Bikes;Black;44;0,00;10;3;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;78;06.2011-06.2012
Mountain Bikes;Black;44;0,00;0;5;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;23;06.2011-06.2012
Mountain Bikes;Black;44;0,00;2;7;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;62;06.2011-06.2012
Mountain Bikes;Black;44;0,00;3;8;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;67;06.2011-06.2012
Mountain Bikes;Black;44;0,00;5;10;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;140;06.2011-06.2012
Mountain Bikes;Black;44;0,00;7;12;0;21.13;"H ";1898,0944;3374,99;2024,994;1,0668;23;06.2011-06.2012
Mountain Bikes;Black;44;0,00;8;1;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;44;0,00;9;2;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;44;0,00;10;3;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;4;06.2011-06.2012
Mountain Bikes;Black;44;0,00;11;4;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;8;06.2011-06.2012
Mountain Bikes;Black;44;0,00;12;5;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;44;0,00;1;6;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;6;06.2011-06.2012
Mountain Bikes;Black;44;0,00;2;7;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;4;06.2011-06.2012
Mountain Bikes;Black;44;0,00;3;8;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;2;06.2011-06.2012
Mountain Bikes;Black;44;0,00;4;9;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;44;0,00;5;10;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;6;06.2011-06.2012
Mountain Bikes;Black;44;0,00;6;11;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;8;06.2011-06.2012
Mountain Bikes;Black;44;0,00;7;12;0;21.13;"H ";1898,0944;3374,99;3374,99;1,778;6;06.2011-06.2012
Mountain Bikes;Black;48;0,35;11;4;0;21.42;"H ";1898,0944;3374,99;548,4359;0,2889;61;06.2011-06.2012
Mountain Bikes;Black;48;0,00;8;1;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;111;06.2011-06.2012
Mountain Bikes;Black;48;0,00;9;2;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;20;06.2011-06.2012
Mountain Bikes;Black;48;0,00;10;3;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;72;06.2011-06.2012
Mountain Bikes;Black;48;0,00;0;5;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;20;06.2011-06.2012
Mountain Bikes;Black;48;0,00;2;7;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;59;06.2011-06.2012
Mountain Bikes;Black;48;0,00;3;8;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;61;06.2011-06.2012
Mountain Bikes;Black;48;0,00;5;10;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;133;06.2011-06.2012
Mountain Bikes;Black;48;0,00;7;12;0;21.42;"H ";1898,0944;3374,99;2024,994;1,0668;22;06.2011-06.2012
Mountain Bikes;Black;48;0,00;8;1;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;48;0,00;9;2;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;6;06.2011-06.2012
Mountain Bikes;Black;48;0,00;10;3;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;48;0,00;11;4;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;10;06.2011-06.2012
Mountain Bikes;Black;48;0,00;12;5;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;48;0,00;1;6;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Black;48;0,00;2;7;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;5;06.2011-06.2012
Mountain Bikes;Black;48;0,00;4;9;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;7;06.2011-06.2012
Mountain Bikes;Black;48;0,00;5;10;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;1;06.2011-06.2012
Mountain Bikes;Black;48;0,00;6;11;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;5;06.2011-06.2012
Mountain Bikes;Black;48;0,00;7;12;0;21.42;"H ";1898,0944;3374,99;3374,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;38;0,35;11;4;0;20.35;"H ";1912,1544;3399,99;552,4984;0,2889;65;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;8;1;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;113;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;9;2;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;23;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;10;3;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;71;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;0;5;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;10;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;2;7;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;71;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;3;8;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;74;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;5;10;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;134;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;7;12;0;20.35;"H ";1912,1544;3399,99;2039,994;1,0668;23;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;8;1;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;9;2;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;10;3;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;11;4;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;12;5;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;1;6;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;2;7;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;10;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;3;8;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;4;9;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;5;10;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;7;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;6;11;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;38;0,00;7;12;0;20.35;"H ";1912,1544;3399,99;3399,99;1,778;10;06.2011-06.2012
Mountain Bikes;Silver;42;0,35;11;4;0;20.77;"H ";1912,1544;3399,99;552,4984;0,2889;53;06.2011-06.2012
Mountain Bikes;Silver;42;0,02;2;7;0;20.77;"H ";1912,1544;3399,99;1932,5543;1,0106;14;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;8;1;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;118;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;9;2;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;25;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;10;3;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;78;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;0;5;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;5;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;2;7;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;42;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;3;8;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;65;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;5;10;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;137;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;7;12;0;20.77;"H ";1912,1544;3399,99;2039,994;1,0668;14;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;8;1;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;9;2;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;10;3;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;11;4;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;5;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;12;5;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;1;6;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;2;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;2;7;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;3;8;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;4;9;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;7;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;5;10;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;6;11;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;2;06.2011-06.2012
Mountain Bikes;Silver;42;0,00;7;12;0;20.77;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;44;0,35;11;4;0;21.13;"H ";1912,1544;3399,99;552,4984;0,2889;49;06.2011-06.2012
Mountain Bikes;Silver;44;0,02;2;7;0;21.13;"H ";1912,1544;3399,99;1932,5543;1,0106;12;06.2011-06.2012
Mountain Bikes;Silver;44;0,02;5;10;0;21.13;"H ";1912,1544;3399,99;1932,5543;1,0106;12;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;8;1;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;104;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;9;2;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;19;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;10;3;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;83;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;0;5;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;14;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;2;7;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;44;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;3;8;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;72;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;5;10;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;114;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;7;12;0;21.13;"H ";1912,1544;3399,99;2039,994;1,0668;29;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;8;1;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;9;2;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;10;3;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;5;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;11;4;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;0;5;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;8;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;1;6;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;2;7;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;3;8;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;2;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;4;9;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;5;10;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;6;11;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;44;0,00;7;12;0;21.13;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;48;0,35;11;4;0;21.42;"H ";1912,1544;3399,99;552,4984;0,2889;40;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;8;1;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;93;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;9;2;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;29;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;10;3;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;61;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;0;5;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;7;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;2;7;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;40;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;3;8;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;57;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;5;10;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;121;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;7;12;0;21.42;"H ";1912,1544;3399,99;2039,994;1,0668;21;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;9;2;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;10;3;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;11;4;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;12;5;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;6;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;1;6;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;3;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;2;7;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;2;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;3;8;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;4;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;4;9;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;2;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;5;10;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;2;06.2011-06.2012
Mountain Bikes;Silver;48;0,00;7;12;0;21.42;"H ";1912,1544;3399,99;3399,99;1,778;1;06.2011-06.2012
Road Bikes;Black;44;0,00;8;1;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;70;06.2011-06.2012
Road Bikes;Black;44;0,00;9;2;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;26;06.2011-06.2012
Road Bikes;Black;44;0,00;10;3;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;38;06.2011-06.2012
Road Bikes;Black;44;0,00;11;4;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;27;06.2011-06.2012
Road Bikes;Black;44;0,00;0;5;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;13;06.2011-06.2012
Road Bikes;Black;44;0,00;2;7;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;16;06.2011-06.2012
Road Bikes;Black;44;0,00;3;8;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;39;06.2011-06.2012
Road Bikes;Black;44;0,00;5;10;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;68;06.2011-06.2012
Road Bikes;Black;44;0,00;7;12;0;18.77;"L ";486,7066;782,99;419,4589;0,8618;17;06.2011-06.2012
Road Bikes;Black;44;0,00;8;1;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;1;06.2011-06.2012
Road Bikes;Black;44;0,00;10;3;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;2;06.2011-06.2012
Road Bikes;Black;44;0,00;11;4;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;1;06.2011-06.2012
Road Bikes;Black;44;0,00;12;5;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;3;06.2011-06.2012
Road Bikes;Black;44;0,00;1;6;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;2;06.2011-06.2012
Road Bikes;Black;44;0,00;2;7;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;3;06.2011-06.2012
Road Bikes;Black;44;0,00;3;8;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;3;06.2011-06.2012
Road Bikes;Black;44;0,00;6;11;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;4;06.2011-06.2012
Road Bikes;Black;44;0,00;7;12;0;18.77;"L ";486,7066;782,99;699,0982;1,4363;2;06.2011-06.2012
Road Bikes;Black;48;0,00;8;1;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;45;06.2011-06.2012
Road Bikes;Black;48;0,00;9;2;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;12;06.2011-06.2012
Road Bikes;Black;48;0,00;10;3;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;32;06.2011-06.2012
Road Bikes;Black;48;0,00;11;4;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;21;06.2011-06.2012
Road Bikes;Black;48;0,00;3;8;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;18;06.2011-06.2012
Road Bikes;Black;48;0,00;5;10;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;45;06.2011-06.2012
Road Bikes;Black;48;0,00;7;12;0;19.13;"L ";486,7066;782,99;419,4589;0,8618;7;06.2011-06.2012
Road Bikes;Black;48;0,00;8;1;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;3;06.2011-06.2012
Road Bikes;Black;48;0,00;9;2;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;4;06.2011-06.2012
Road Bikes;Black;48;0,00;10;3;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;3;06.2011-06.2012
Road Bikes;Black;48;0,00;11;4;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;2;06.2011-06.2012
Road Bikes;Black;48;0,00;12;5;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;1;06.2011-06.2012
Road Bikes;Black;48;0,00;3;8;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;1;06.2011-06.2012
Road Bikes;Black;48;0,00;6;11;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;1;06.2011-06.2012
Road Bikes;Black;48;0,00;7;12;0;19.13;"L ";486,7066;782,99;699,0982;1,4363;2;06.2011-06.2012
Road Bikes;Black;52;0,02;9;2;0;19.42;"L ";486,7066;782,99;397,3675;0,8164;13;06.2011-06.2012
Road Bikes;Black;52;0,02;11;4;0;19.42;"L ";486,7066;782,99;397,3675;0,8164;14;06.2011-06.2012
Road Bikes;Black;52;0,02;2;7;0;19.42;"L ";486,7066;782,99;397,3675;0,8164;13;06.2011-06.2012
Road Bikes;Black;52;0,02;3;8;0;19.42;"L ";486,7066;782,99;397,3675;0,8164;12;06.2011-06.2012
Road Bikes;Black;52;0,02;7;12;0;19.42;"L ";486,7066;782,99;397,3675;0,8164;14;06.2011-06.2012
Road Bikes;Black;52;0,00;8;1;0;19.42;"L ";486,7066;782,99;419,4589;0,8618;118;06.2011-06.2012
Road Bikes;Black;52;0,00;9;2;0;19.42;"L ";486,7066;782,99;419,4589;0,8618;40;06.2011-06.2012
